"","x","y","vacancy_rate","approximate_date","poa_code"
"1",2.0188565237635,213.595628415301,7.66650827591669,2005-08-01,"2072"
"2",2.0188565237635,213.595628415301,7.66650827591669,2005-08-15,"2072"
"3",6.4891816835256,144.939890710383,5.17642466822795,2005-08-30,"2072"
"4",6.4891816835256,144.939890710383,5.17642466822795,2005-09-14,"2072"
"5",7.9811434762365,213.595628415301,7.66650827591669,2005-09-28,"2072"
"6",10.526894731053,183.081967213115,6.53864168618267,2005-10-13,"2072"
"7",10.526894731053,183.081967213115,6.53864168618267,2005-10-28,"2072"
"8",15.003228392374,198.338797814208,7.08352849336456,2005-11-11,"2072"
"9",15.003228392374,198.338797814208,7.08352849336456,2005-11-26,"2072"
"10",19.329349514724,221.224043715847,7.94290013463214,2005-12-11,"2072"
"11",19.329349514724,221.224043715847,7.94290013463214,2005-12-26,"2072"
"12",23.799674674486,236.48087431694,8.49568385206304,2006-01-09,"2072"
"13",23.799674674486,236.48087431694,8.49568385206304,2006-01-24,"2072"
"14",28.125795796837,91.5409836065574,3.26932084309134,2006-02-08,"2072"
"15",28.125795796837,91.5409836065574,3.26932084309134,2006-02-22,"2072"
"16",32.596120956599,160.196721311475,5.72131147540983,2006-03-09,"2072"
"17",32.596120956599,160.196721311475,5.72131147540983,2006-03-24,"2072"
"18",37.066446116361,183.081967213115,6.53864168618267,2006-04-07,"2072"
"19",37.066446116361,183.081967213115,6.53864168618267,2006-04-22,"2072"
"20",41.392567238711,160.196721311475,5.72131147540984,2006-05-07,"2072"
"21",41.392567238711,160.196721311475,5.72131147540984,2006-05-22,"2072"
"22",45.856883896914,122.054644808743,4.35909445745511,2006-06-05,"2072"
"23",45.856883896914,122.054644808743,4.35909445745511,2006-06-20,"2072"
"24",50.183005019265,99.1693989071038,3.54176424668228,2006-07-05,"2072"
"25",50.183005019265,99.1693989071038,3.54176424668228,2006-07-19,"2072"
"26",54.653330179027,122.054644808743,4.35909445745511,2006-08-03,"2072"
"27",54.653330179027,122.054644808743,4.35909445745511,2006-08-18,"2072"
"28",59.123655338789,76.2841530054645,2.72443403590945,2006-09-02,"2072"
"29",59.123655338789,76.2841530054645,2.72443403590945,2006-09-16,"2072"
"30",63.161368386316,183.081967213115,6.53864168618267,2006-10-01,"2072"
"31",63.161368386316,183.081967213115,6.53864168618267,2006-10-16,"2072"
"32",67.631693546078,45.7704918032787,1.63466042154567,2006-10-30,"2072"
"33",67.631693546078,45.7704918032787,1.63466042154567,2006-11-14,"2072"
"34",71.963823169987,76.2841530054645,2.72443403590945,2006-11-29,"2072"
"35",71.963823169987,76.2841530054645,2.72443403590945,2006-12-13,"2072"
"36",76.43414832975,91.5409836065574,3.26932084309134,2006-12-28,"2072"
"37",76.43414832975,91.5409836065574,3.26932084309134,2007-01-12,"2072"
"38",80.7602694521,99.1693989071038,3.54176424668228,2007-01-27,"2072"
"39",80.7602694521,99.1693989071038,3.54176424668228,2007-02-10,"2072"
"40",85.230594611862,76.2841530054645,2.72443403590945,2007-02-25,"2072"
"41",85.230594611862,76.2841530054645,2.72443403590945,2007-03-12,"2072"
"42",89.700919771624,128.628726287263,4.59388308168796,2007-03-26,"2072"
"43",89.700919771624,128.628726287263,4.59388308168796,2007-04-10,"2072"
