"","x","y","vacancy_rate","approximate_date","poa_code"
"1",2.1166977423539,13.2800608828006,0.227658186562296,2005-08-01,"4340"
"2",2.1166977423539,13.2800608828006,0.227658186562296,2005-08-16,"4340"
"3",6.8036713147089,13.2800608828006,0.227658186562296,2005-08-31,"4340"
"4",6.8036713147089,13.2800608828006,0.227658186562296,2005-09-15,"4340"
"5",7.8833022576461,13.2800608828006,0.227658186562296,2005-09-30,"4340"
"6",11.339452191181,13.2800608828006,0.227658186562296,2005-10-15,"4340"
"7",11.339452191181,13.2800608828006,0.227658186562296,2005-10-31,"4340"
"8",16.020126067875,0,0,2005-11-15,"4340"
"9",16.020126067875,0,0,2005-11-30,"4340"
"10",20.555906944347,13.2498101746393,0.227139602993817,2005-12-15,"4340"
"11",20.555906944347,13.2498101746393,0.227139602993817,2005-12-30,"4340"
"12",25.242880516702,26.4996203492786,0.454279205987634,2006-01-15,"4340"
"13",25.242880516702,26.4996203492786,0.454279205987634,2006-01-30,"4340"
"14",29.929854089057,26.4996203492786,0.454279205987634,2006-02-14,"4340"
"15",29.929854089057,26.4996203492786,0.454279205987634,2006-03-01,"4340"
"16",34.163249573765,26.4393939393939,0.453246753246753,2006-03-16,"4340"
"17",34.163249573765,26.4393939393939,0.453246753246753,2006-04-01,"4340"
"18",38.85022314612,0,0,2006-04-16,"4340"
"19",38.85022314612,0,0,2006-05-01,"4340"
"20",43.392303718254,0,0,2006-05-16,"4340"
"21",43.392303718254,0,0,2006-05-31,"4340"
"22",48.079277290609,13.219696969697,0.226623376623377,2006-06-16,"4340"
"23",48.079277290609,13.219696969697,0.226623376623377,2006-07-01,"4340"
"24",52.615058167082,0,0,2006-07-16,"4340"
"25",52.615058167082,0,0,2006-07-31,"4340"
"26",57.302031739437,0,0,2006-08-15,"4340"
"27",57.302031739437,0,0,2006-08-31,"4340"
"28",61.989005311792,0,0,2006-09-15,"4340"
"29",61.989005311792,0,0,2006-09-30,"4340"
"30",66.524786188264,26.0253542132737,0.446148929370406,2006-10-15,"4340"
"31",66.524786188264,26.0253542132737,0.446148929370406,2006-10-30,"4340"
"32",71.205460064958,0,0,2006-11-15,"4340"
"33",71.205460064958,0,0,2006-11-30,"4340"
"34",75.74124094143,0,0,2006-12-15,"4340"
"35",75.74124094143,0,0,2006-12-30,"4340"
"36",80.428214513785,25.5116959064327,0.43734335839599,2007-01-14,"4340"
"37",80.428214513785,25.5116959064327,0.43734335839599,2007-01-30,"4340"
"38",85.11518808614,25.4002911208152,0.435433562071117,2007-02-14,"4340"
"39",85.11518808614,25.4002911208152,0.435433562071117,2007-03-01,"4340"
"40",89.348583570848,12.6174981923355,0.216299969011466,2007-03-16,"4340"
"41",89.348583570848,12.6174981923355,0.216299969011466,2007-03-31,"4340"
"42",94.041856838865,12.5359195402299,0.214901477832512,2007-04-16,"4340"
"43",94.041856838865,12.5359195402299,0.214901477832512,2007-05-01,"4340"
"44",98.577637715337,24.910778015703,0.427041908840624,2007-05-16,"4340"
"45",98.577637715337,24.910778015703,0.427041908840624,2007-05-31,"4340"
"46",103.26461128769,24.7517730496454,0.424316109422493,2007-06-15,"4340"
"47",103.26461128769,24.7517730496454,0.424316109422493,2007-07-01,"4340"
"48",107.80039216416,12.2973925299507,0.210812443370583,2007-07-16,"4340"
"49",107.80039216416,12.2973925299507,0.210812443370583,2007-07-31,"4340"
"50",112.48736573652,24.4397759103641,0.418967587034814,2007-08-15,"4340"
"51",112.48736573652,24.4397759103641,0.418967587034814,2007-08-30,"4340"
"52",117.17433930887,24.2867084203201,0.416343572919773,2007-09-14,"4340"
"53",117.17433930887,24.2867084203201,0.416343572919773,2007-09-30,"4340"
"54",121.71012018535,0,0,2007-10-15,"4340"
"55",121.71012018535,0,0,2007-10-30,"4340"
"56",126.39079406204,11.9931271477663,0.205596465390279,2007-11-14,"4340"
"57",126.39079406204,11.9931271477663,0.205596465390279,2007-11-29,"4340"
"58",130.92657493851,23.8877481177276,0.409504253446759,2007-12-15,"4340"
"59",130.92657493851,23.8877481177276,0.409504253446759,2007-12-30,"4340"
"60",135.61354851087,47.4829931972789,0.81399416909621,2008-01-14,"4340"
"61",135.61354851087,47.4829931972789,0.81399416909621,2008-01-29,"4340"
"62",140.30052208322,0,0,2008-02-13,"4340"
"63",140.30052208322,0,0,2008-02-29,"4340"
"64",144.68511026381,0,0,2008-03-15,"4340"
"65",144.68511026381,0,0,2008-03-30,"4340"
"66",149.37208383617,0,0,2008-04-14,"4340"
"67",149.37208383617,0,0,2008-04-29,"4340"
"68",153.9141644083,11.5869853917663,0.198634035287422,2008-05-15,"4340"
"69",153.9141644083,11.5869853917663,0.198634035287422,2008-05-30,"4340"
"70",158.60113798066,11.5181518151815,0.197454031117397,2008-06-14,"4340"
"71",158.60113798066,11.5181518151815,0.197454031117397,2008-06-29,"4340"
"72",163.13691885713,22.9002624671916,0.392575928008999,2008-07-14,"4340"
"73",163.13691885713,22.9002624671916,0.392575928008999,2008-07-30,"4340"
"74",167.82389242949,11.3829093281148,0.195135588481968,2008-08-14,"4340"
"75",167.82389242949,11.3829093281148,0.195135588481968,2008-08-29,"4340"
"76",172.51086600184,45.3541260558804,0.777499303815093,2008-09-13,"4340"
"77",172.51086600184,45.3541260558804,0.777499303815093,2008-09-28,"4340"
"78",177.04664687831,45.0904392764858,0.77297895902547,2008-10-14,"4340"
"79",177.04664687831,45.0904392764858,0.77297895902547,2008-10-29,"4340"
"80",181.72732075501,56.0372511239563,0.960638590696394,2008-11-13,"4340"
"81",181.72732075501,56.0372511239563,0.960638590696394,2008-11-28,"4340"
"82",186.26310163148,89.1443167305237,1.52818828680898,2008-12-13,"4340"
"83",186.26310163148,89.1443167305237,1.52818828680898,2008-12-29,"4340"
"84",190.95007520383,55.3968253968254,0.949659863945578,2009-01-13,"4340"
"85",190.95007520383,55.3968253968254,0.949659863945578,2009-01-28,"4340"
"86",195.63704877619,55.0820707070707,0.94426406926407,2009-02-12,"4340"
"87",195.63704877619,55.0820707070707,0.94426406926407,2009-02-27,"4340"
"88",199.8704442609,54.7708725674827,0.93892924401399,2009-03-15,"4340"
"89",199.8704442609,54.7708725674827,0.93892924401399,2009-03-30,"4340"
"90",204.55741783325,43.5705368289638,0.746923488496522,2009-04-14,"4340"
"91",204.55741783325,43.5705368289638,0.746923488496522,2009-04-29,"4340"
"92",209.09949840539,21.6635630043451,0.371375365788774,2009-05-14,"4340"
"93",209.09949840539,21.6635630043451,0.371375365788774,2009-05-30,"4340"
"94",213.78647197774,64.6296296296296,1.10793650793651,2009-06-14,"4340"
"95",213.78647197774,64.6296296296296,1.10793650793651,2009-06-29,"4340"
"96",218.32225285421,96.5867158671587,1.65577227200843,2009-07-14,"4340"
"97",218.32225285421,96.5867158671587,1.65577227200843,2009-07-29,"4340"
"98",223.00922642657,192.110091743119,3.29331585845347,2009-08-13,"4340"
"99",223.00922642657,192.110091743119,3.29331585845347,2009-08-29,"4340"
"100",227.69619999892,106.143552311436,1.81960375391032,2009-09-13,"4340"
"101",227.69619999892,106.143552311436,1.81960375391032,2009-09-28,"4340"
"102",232.2319808754,10.5565638233515,0.180969665543169,2009-10-13,"4340"
"103",232.2319808754,10.5565638233515,0.180969665543169,2009-10-28,"4340"
"104",236.91265475209,0,0,2009-11-13,"4340"
"105",236.91265475209,0,0,2009-11-28,"4340"
"106",241.44843562856,10.4428485936565,0.17902026160554,2009-12-13,"4340"
"107",241.44843562856,10.4428485936565,0.17902026160554,2009-12-28,"4340"
"108",246.13540920092,10.3869047619048,0.178061224489796,2010-01-12,"4340"
"109",246.13540920092,10.3869047619048,0.178061224489796,2010-01-28,"4340"
"110",250.82238277327,0,0,2010-02-12,"4340"
"111",250.82238277327,0,0,2010-02-27,"4340"
"112",255.05577825798,0,0,2010-03-14,"4340"
"113",255.05577825798,0,0,2010-03-29,"4340"
"114",259.74275183033,20.4452255418864,0.350489580718052,2010-04-14,"4340"
"115",259.74275183033,20.4452255418864,0.350489580718052,2010-04-29,"4340"
"116",264.28483240247,0,0,2010-05-14,"4340"
"117",264.28483240247,0,0,2010-05-29,"4340"
"118",268.97180597482,10.1335656213705,0.173718267794923,2010-06-13,"4340"
"119",268.97180597482,10.1335656213705,0.173718267794923,2010-06-29,"4340"
"120",273.5075868513,30.2426343154246,0.518445159692993,2010-07-14,"4340"
"121",273.5075868513,30.2426343154246,0.518445159692993,2010-07-29,"4340"
"122",278.19456042365,10.0287356321839,0.17192118226601,2010-08-13,"4340"
"123",278.19456042365,10.0287356321839,0.17192118226601,2010-08-28,"4340"
"124",282.88153399601,9.97712978845055,0.171036510659152,2010-09-13,"4340"
"125",282.88153399601,9.97712978845055,0.171036510659152,2010-09-28,"4340"
"126",287.41731487248,29.778156996587,0.510482691370063,2010-10-13,"4340"
"127",287.41731487248,29.778156996587,0.510482691370063,2010-10-28,"4340"
"128",292.09798874917,9.87549518958684,0.16929420325006,2010-11-12,"4340"
"129",292.09798874917,9.87549518958684,0.16929420325006,2010-11-28,"4340"
"130",296.63376962564,9.82545045045043,0.168436293436293,2010-12-13,"4340"
"131",296.63376962564,9.82545045045043,0.168436293436293,2010-12-28,"4340"
